return_id,order_id,return_date,return_reason,refund_amount
313057,9238553,2024-04-08,Damaged,1775.85
313058,9238565,2024-01-07,Quality Issue,2334.92
313059,9238594,2025-10-25,Changed Mind,20036.12
313060,9238619,2025-11-16,Late Delivery,11960.45
313061,9238628,2025-03-19,Damaged,32359.66
313062,9238666,2024-03-27,Quality Issue,2013.54
313063,9238728,2024-03-17,Late Delivery,1245.5
313064,9238854,2025-01-31,Changed Mind,978.23
313065,9238864,2025-04-13,Quality Issue,515.46
313066,9238865,2025-06-06,Late Delivery,738.2
313067,9238873,2024-06-29,Changed Mind,2720.16
313068,9238893,2024-05-24,Damaged,18191.72
313069,9238895,2024-07-18,Changed Mind,8551.63
313070,9238907,2025-02-12,Quality Issue,1017.54
313071,9238919,2024-12-28,Changed Mind,2638.83
313072,9238922,2025-07-16,Changed Mind,1197.9
313073,9238976,2025-07-08,Late Delivery,2028.63
313074,9238987,2025-05-19,Wrong Item,1569.6
313075,9238994,2024-02-15,Changed Mind,3924.16
313076,9239015,2024-08-24,Damaged,11472.33
313077,9239019,2025-08-17,Quality Issue,1450.77
313078,9239055,2024-02-04,Late Delivery,195.28
313079,9239074,2025-01-10,Damaged,1638.16
313080,9239078,2025-04-15,Quality Issue,805.1
313081,9239088,2025-10-16,Quality Issue,498.37
313082,9239100,2024-03-18,Quality Issue,6000.03
313083,9239109,2024-05-26,Changed Mind,17623.42
313084,9239129,2024-10-02,Late Delivery,3022.33
313085,9239148,2024-11-23,Late Delivery,5684.22
313086,9239162,2024-12-02,Late Delivery,1778.65
313087,9239250,2025-10-11,Late Delivery,1801.14
313088,9239256,2024-08-03,Late Delivery,714.81
313089,9239308,2026-01-04,Late Delivery,1686.42
313090,9239310,2024-04-23,Late Delivery,1742.8
313091,9239344,2024-04-25,Changed Mind,1072.14
313092,9239385,2025-01-29,Changed Mind,1631.19
313093,9239399,2024-06-06,Damaged,1060.98
313094,9239417,2025-09-23,Quality Issue,867.87
313095,9239477,2025-11-16,Quality Issue,8825.35
313096,9239487,2025-07-16,Damaged,2265.2
313097,9239497,2025-12-18,Quality Issue,8428.64
313098,9239505,2024-03-09,Late Delivery,1019.34
313099,9239510,2025-12-27,Wrong Item,803.52
313100,9239520,2025-11-13,Damaged,8860.05
313101,9239543,2025-10-05,Quality Issue,22842.85
313102,9239552,2025-12-19,Changed Mind,1348.88
313103,9239578,2025-08-29,Damaged,4494.0
313104,9239596,2025-05-19,Late Delivery,343.44
313105,9239601,2025-03-15,Changed Mind,310.69
313106,9239616,2024-03-18,Damaged,237.2
313107,9239643,2024-03-29,Quality Issue,2894.62
313108,9239655,2024-11-15,Changed Mind,10549.87
313109,9239666,2024-07-16,Quality Issue,6173.19
313110,9239671,2025-10-14,Quality Issue,18109.0
313111,9239684,2024-01-15,Late Delivery,2416.92
313112,9239733,2025-06-19,Wrong Item,672.22
313113,9239734,2024-04-24,Quality Issue,2688.25
313114,9239745,2024-11-05,Changed Mind,5082.08
313115,9239784,2024-04-17,Quality Issue,31280.54
313116,9239794,2025-07-19,Quality Issue,1485.6
313117,9239797,2024-10-09,Quality Issue,811.64
313118,9239837,2024-02-26,Wrong Item,797.75
313119,9239840,2025-07-19,Damaged,2175.04
313120,9239881,2024-11-26,Quality Issue,7016.26
313121,9239907,2024-10-17,Damaged,3490.65
313122,9239912,2024-12-21,Quality Issue,813.63
313123,9239920,2025-01-09,Quality Issue,926.37
313124,9239934,2024-08-15,Damaged,3248.62
313125,9239939,2025-07-29,Changed Mind,536.2
313126,9239976,2025-12-20,Wrong Item,2440.88
313127,9240025,2024-07-23,Changed Mind,1562.26
313128,9240043,2025-01-19,Changed Mind,692.94
313129,9240107,2024-07-17,Changed Mind,1105.06
313130,9240167,2024-12-14,Changed Mind,889.76
313131,9240193,2025-01-05,Late Delivery,763.17
313132,9240205,2025-05-28,Late Delivery,1029.89
313133,9240207,2025-05-20,Wrong Item,620.02
313134,9240230,2025-01-13,Late Delivery,16786.96
313135,9240233,2024-02-15,Changed Mind,432.75
313136,9240254,2024-05-21,Damaged,2700.0
313137,9240281,2024-02-14,Damaged,9878.52
313138,9240291,2024-03-20,Late Delivery,3472.96
313139,9240292,2024-04-14,Late Delivery,24500.77
313140,9240309,2025-02-03,Quality Issue,18017.8
313141,9240316,2024-04-01,Wrong Item,857.58
313142,9240329,2025-03-22,Late Delivery,21403.35
313143,9240331,2025-01-03,Changed Mind,1258.21
313144,9240356,2024-08-28,Late Delivery,2155.68
313145,9240375,2025-04-18,Late Delivery,926.37
313146,9240421,2025-03-22,Changed Mind,504.42
313147,9240429,2025-04-22,Late Delivery,1924.22
313148,9240448,2024-06-01,Damaged,322.22
313149,9240475,2024-03-27,Changed Mind,991.42
313150,9240521,2025-09-06,Changed Mind,4057.74
313151,9240533,2025-09-13,Changed Mind,3321.61
313152,9240550,2024-12-22,Quality Issue,3444.97
313153,9240593,2025-08-07,Damaged,6599.22
313154,9240634,2024-03-04,Quality Issue,1436.62
313155,9240644,2024-09-22,Wrong Item,6648.58
313156,9240659,2024-10-11,Damaged,178.76
313157,9240666,2025-07-21,Quality Issue,4835.97
313158,9240677,2025-03-30,Quality Issue,424.8
313159,9240690,2024-01-26,Changed Mind,2813.16
313160,9240709,2025-01-23,Changed Mind,3455.13
313161,9240710,2024-10-16,Quality Issue,3600.33
313162,9240727,2025-11-19,Late Delivery,5396.25
313163,9240749,2025-09-30,Late Delivery,4099.76
313164,9240750,2025-12-17,Quality Issue,812.59
313165,9240757,2025-11-20,Quality Issue,5174.53
313166,9240767,2024-01-14,Damaged,12230.0
313167,9240775,2024-07-21,Late Delivery,363.93
313168,9240781,2025-04-25,Changed Mind,7490.46
313169,9240799,2024-10-12,Changed Mind,2716.09
313170,9240811,2025-07-22,Quality Issue,813.99
313171,9240828,2025-08-15,Wrong Item,2642.47
313172,9240844,2025-05-19,Quality Issue,2437.22
313173,9240847,2025-08-19,Damaged,414.25
313174,9240864,2024-12-21,Wrong Item,807.68
313175,9240873,2025-09-07,Quality Issue,138.38
313176,9240903,2025-05-30,Late Delivery,1596.25
313177,9240949,2024-05-17,Damaged,975.59
313178,9240979,2025-09-24,Wrong Item,453.04
313179,9240983,2024-07-10,Quality Issue,600.44
313180,9240985,2024-12-11,Quality Issue,1255.68
313181,9240995,2025-06-29,Damaged,607.78
313182,9241012,2025-02-17,Wrong Item,708.97
313183,9241052,2024-06-21,Wrong Item,1855.78
313184,9241057,2025-07-04,Quality Issue,29681.12
313185,9241066,2025-10-19,Late Delivery,634.2
313186,9241078,2025-10-25,Quality Issue,8619.29
313187,9241109,2024-04-10,Wrong Item,769.93
313188,9241123,2025-04-27,Late Delivery,2700.0
313189,9241124,2025-05-17,Damaged,687.54
313190,9241144,2025-06-11,Late Delivery,978.4
313191,9241172,2025-10-08,Quality Issue,40680.88
313192,9241182,2024-05-24,Damaged,2976.84
313193,9241314,2025-06-19,Damaged,43870.12
313194,9241330,2025-05-29,Quality Issue,2140.61
313195,9241333,2024-04-09,Late Delivery,274.84
313196,9241366,2024-03-17,Changed Mind,2278.65
313197,9241373,2024-09-20,Changed Mind,902.86
313198,9241400,2025-11-17,Wrong Item,688.28
313199,9241454,2026-01-01,Late Delivery,3893.34
313200,9241472,2025-12-12,Late Delivery,981.19
313201,9241482,2024-08-17,Quality Issue,2166.03
313202,9241487,2024-08-24,Damaged,79004.48
313203,9241488,2024-04-16,Wrong Item,405.13
313204,9241491,2024-11-26,Damaged,5030.95
313205,9241498,2024-01-30,Wrong Item,1094.76
313206,9241531,2025-03-13,Late Delivery,4128.28
313207,9241552,2024-07-13,Late Delivery,3508.13
313208,9241554,2025-02-06,Damaged,4664.39
313209,9241560,2024-01-30,Late Delivery,1982.84
313210,9241576,2024-02-05,Damaged,543.02
313211,9241585,2024-10-24,Quality Issue,1084.84
313212,9241588,2025-08-05,Late Delivery,7698.17
313213,9241618,2024-05-27,Quality Issue,614.1
313214,9241626,2025-02-03,Late Delivery,920.85
313215,9241646,2024-09-03,Changed Mind,565.16
313216,9241647,2025-04-07,Quality Issue,33949.28
313217,9241648,2025-02-22,Changed Mind,1047.66
313218,9241670,2024-07-17,Damaged,1511.42
313219,9241705,2024-12-06,Changed Mind,1717.66
313220,9241748,2024-10-12,Quality Issue,12014.9
313221,9241781,2025-05-12,Late Delivery,666.81
313222,9241795,2024-05-25,Changed Mind,6593.58
313223,9241799,2024-04-27,Quality Issue,3939.69
313224,9241820,2024-10-23,Damaged,1757.6
313225,9241822,2024-02-10,Wrong Item,2426.91
313226,9241825,2024-02-14,Damaged,1387.99
313227,9241828,2024-05-14,Wrong Item,1072.43
313228,9241837,2025-07-03,Quality Issue,2495.94
313229,9241839,2025-07-09,Damaged,907.04
313230,9241852,2024-11-03,Late Delivery,8787.69
313231,9241903,2024-06-21,Wrong Item,2149.4
313232,9241917,2025-03-09,Quality Issue,461.06
313233,9241918,2024-02-02,Damaged,874.35
313234,9241919,2024-06-14,Quality Issue,1187.63
313235,9241931,2024-12-27,Damaged,725.08
313236,9241936,2024-09-05,Changed Mind,389.25
313237,9241943,2025-05-08,Wrong Item,2166.28
313238,9241953,2025-12-22,Late Delivery,647.01
313239,9241990,2025-05-29,Changed Mind,606.27
313240,9241991,2025-01-20,Damaged,2684.22
313241,9242013,2024-08-13,Quality Issue,461.55
313242,9242039,2024-12-04,Quality Issue,1881.11
313243,9242044,2025-05-05,Changed Mind,312.45
313244,9242079,2025-05-12,Quality Issue,1525.47
313245,9242091,2025-12-21,Late Delivery,843.8
313246,9242101,2025-12-18,Late Delivery,13019.94
313247,9242102,2025-09-03,Late Delivery,2485.99
313248,9242108,2025-05-17,Changed Mind,13256.35
313249,9242133,2025-04-15,Wrong Item,3765.27
313250,9242140,2024-08-26,Quality Issue,1828.01
313251,9242148,2025-03-02,Damaged,1096.2
313252,9242151,2025-09-14,Quality Issue,859.8
313253,9242183,2024-08-21,Wrong Item,3872.04
313254,9242197,2024-06-21,Wrong Item,3093.11
313255,9242206,2025-07-17,Quality Issue,18786.88
313256,9242229,2025-10-20,Changed Mind,1164.54
313257,9242239,2024-09-20,Changed Mind,2186.08
313258,9242240,2024-04-18,Quality Issue,314.9
313259,9242242,2024-05-19,Damaged,2596.77
313260,9242245,2024-02-08,Damaged,2586.82
313261,9242255,2024-07-03,Quality Issue,954.78
313262,9242281,2025-02-10,Quality Issue,46969.26
313263,9242328,2024-11-14,Quality Issue,2241.32
313264,9242339,2025-12-25,Late Delivery,1221.76
313265,9242347,2025-04-10,Late Delivery,2018.85
313266,9242369,2024-10-28,Wrong Item,3444.86
313267,9242384,2025-08-11,Late Delivery,1537.45
313268,9242408,2024-01-17,Wrong Item,19462.89
313269,9242455,2025-07-09,Changed Mind,28856.89
313270,9242477,2024-07-30,Late Delivery,8639.54
313271,9242508,2025-05-10,Quality Issue,560.81
313272,9242517,2025-09-07,Wrong Item,7593.5
313273,9242547,2024-02-21,Quality Issue,884.03
313274,9242555,2025-09-19,Late Delivery,1684.36
313275,9242585,2024-02-11,Changed Mind,3065.6
313276,9242613,2025-02-09,Late Delivery,5843.07
313277,9242621,2024-10-26,Late Delivery,1465.16
313278,9242631,2024-12-18,Late Delivery,1359.12
313279,9242636,2024-01-16,Changed Mind,1267.14
313280,9242655,2024-07-22,Changed Mind,902.72
313281,9242673,2025-03-10,Changed Mind,1311.64
313282,9242677,2025-04-01,Damaged,443.55
313283,9242683,2025-03-19,Changed Mind,1077.29
313284,9242684,2025-03-25,Late Delivery,39257.82
313285,9242711,2024-01-16,Damaged,984.86
313286,9242747,2024-08-21,Changed Mind,1389.46
313287,9242769,2024-12-21,Late Delivery,485.7
313288,9242770,2024-04-05,Late Delivery,324.52
313289,9242779,2024-11-09,Quality Issue,2431.37
313290,9242788,2025-10-30,Damaged,383.54
313291,9242800,2024-08-25,Changed Mind,28953.38
313292,9242834,2025-03-31,Wrong Item,1814.57
313293,9242852,2025-08-31,Quality Issue,819.05
313294,9242854,2024-10-15,Changed Mind,926.91
313295,9242885,2024-02-24,Damaged,1331.79
313296,9242890,2025-09-29,Wrong Item,2923.81
313297,9242896,2025-08-18,Damaged,17357.09
313298,9242927,2024-02-12,Quality Issue,2149.4
313299,9242936,2025-03-28,Damaged,644.55
313300,9242956,2024-11-08,Damaged,2501.83
313301,9242998,2025-08-09,Changed Mind,2013.54
313302,9243006,2025-08-13,Wrong Item,32004.16
313303,9243008,2025-08-29,Late Delivery,992.01
313304,9243010,2025-04-13,Quality Issue,537.71
313305,9243011,2024-07-18,Damaged,521.69
313306,9243017,2025-05-12,Late Delivery,6317.01
313307,9243033,2024-07-28,Changed Mind,463.63
313308,9243044,2024-09-13,Damaged,2147.42
313309,9243065,2025-11-11,Damaged,1546.05
313310,9243074,2024-02-14,Damaged,4797.14
313311,9243111,2025-05-03,Quality Issue,2214.78
313312,9243113,2026-01-02,Wrong Item,2573.35
313313,9243140,2025-02-06,Quality Issue,14401.87
313314,9243149,2024-07-05,Late Delivery,1069.68
313315,9243198,2025-08-18,Wrong Item,4337.99
313316,9243202,2025-02-27,Wrong Item,2063.1
313317,9243232,2024-11-30,Quality Issue,1572.34
313318,9243238,2024-10-02,Late Delivery,1178.56
313319,9243248,2024-09-02,Late Delivery,4351.99
313320,9243255,2024-02-16,Damaged,2138.86
313321,9243266,2024-05-25,Damaged,868.01
313322,9243289,2024-05-16,Quality Issue,82614.77
313323,9243308,2025-02-07,Damaged,1279.32
313324,9243319,2025-05-29,Quality Issue,695.38
313325,9243332,2024-12-08,Changed Mind,436.84
313326,9243362,2025-05-07,Damaged,913.97
313327,9243370,2024-11-05,Late Delivery,36981.67
313328,9243410,2025-07-05,Wrong Item,1541.73
313329,9243437,2025-04-15,Wrong Item,8487.49
313330,9243449,2025-05-05,Changed Mind,6717.03
313331,9243455,2025-05-07,Late Delivery,1109.47
313332,9243467,2025-08-23,Changed Mind,9623.88
313333,9243494,2024-12-19,Changed Mind,2701.86
313334,9243500,2025-04-18,Damaged,1786.07
313335,9243503,2024-05-15,Late Delivery,963.65
313336,9243508,2025-06-25,Damaged,1546.96
313337,9243531,2025-08-27,Damaged,1280.34
313338,9243534,2025-12-12,Changed Mind,1863.62
313339,9243562,2024-08-20,Late Delivery,4933.1
313340,9243618,2025-03-08,Changed Mind,2703.9
313341,9243628,2025-12-28,Damaged,670.33
313342,9243642,2024-11-11,Quality Issue,765.53
313343,9243648,2024-09-22,Quality Issue,344.46
313344,9243649,2024-07-12,Late Delivery,3577.02
313345,9243661,2025-05-04,Wrong Item,13187.34
313346,9243669,2024-10-09,Damaged,2199.74
313347,9243686,2025-05-03,Damaged,2180.07
313348,9243697,2024-06-20,Late Delivery,877.73
313349,9243701,2025-03-19,Quality Issue,566.07
313350,9243729,2024-02-19,Damaged,2341.03
313351,9243738,2024-08-13,Quality Issue,16667.3
313352,9243769,2025-01-02,Wrong Item,15854.35
313353,9243771,2025-06-06,Wrong Item,1760.76
313354,9243772,2025-08-06,Quality Issue,2743.93
313355,9243773,2024-12-26,Quality Issue,3084.15
313356,9243798,2025-01-08,Changed Mind,1371.84
313357,9243829,2024-09-05,Changed Mind,1620.54
313358,9243840,2024-01-30,Late Delivery,8789.68
313359,9243864,2024-10-15,Changed Mind,352.11
313360,9243866,2024-09-23,Changed Mind,598.48
313361,9243874,2025-11-17,Quality Issue,2895.87
313362,9243878,2024-05-24,Damaged,258.63
313363,9243881,2025-01-07,Changed Mind,481.6
313364,9243920,2024-05-20,Quality Issue,2391.38
313365,9243939,2025-01-22,Late Delivery,1081.62
313366,9243944,2024-08-31,Wrong Item,2975.7
313367,9243968,2024-10-29,Changed Mind,1232.89
313368,9244007,2024-03-15,Wrong Item,16125.26
313369,9244025,2024-06-16,Late Delivery,684.38
313370,9244075,2025-12-30,Changed Mind,534.07
313371,9244097,2025-09-03,Wrong Item,19072.86
313372,9244100,2024-11-30,Late Delivery,7119.7
313373,9244119,2025-07-14,Wrong Item,6688.6
313374,9244123,2024-12-03,Changed Mind,1842.3
313375,9244150,2026-01-08,Wrong Item,7714.5
313376,9244156,2025-08-25,Quality Issue,17292.77
313377,9244175,2025-07-25,Late Delivery,592.4
313378,9244227,2024-10-03,Damaged,1250.15
313379,9244241,2025-04-21,Late Delivery,1104.72
313380,9244248,2024-06-15,Wrong Item,798.12
313381,9244267,2024-12-01,Late Delivery,1367.3
313382,9244287,2025-05-09,Changed Mind,1641.78
313383,9244306,2024-05-23,Quality Issue,748.0
313384,9244335,2025-05-10,Wrong Item,2292.48
313385,9244340,2024-07-16,Changed Mind,3991.07
313386,9244343,2024-09-10,Quality Issue,1936.95
313387,9244346,2024-12-01,Changed Mind,2061.21
313388,9244356,2024-11-12,Late Delivery,4406.15
313389,9244358,2025-09-29,Changed Mind,1857.57
313390,9244363,2024-07-25,Changed Mind,755.43
313391,9244397,2024-07-26,Wrong Item,1050.74
313392,9244401,2025-06-14,Quality Issue,1256.37
313393,9244407,2024-05-26,Late Delivery,751.3
313394,9244408,2024-06-14,Damaged,770.56
313395,9244412,2024-06-10,Wrong Item,1258.28
313396,9244417,2025-06-03,Late Delivery,446.58
313397,9244428,2025-11-25,Wrong Item,2068.16
313398,9244431,2025-08-29,Changed Mind,3604.59
313399,9244432,2024-12-14,Damaged,823.03
313400,9244457,2024-11-23,Changed Mind,5001.32
313401,9244460,2025-12-11,Wrong Item,19269.89
313402,9244517,2025-03-31,Damaged,18076.8
313403,9244524,2025-09-14,Damaged,1497.01
313404,9244541,2025-03-07,Late Delivery,2458.13
313405,9244556,2025-10-17,Wrong Item,429.38
313406,9244570,2025-07-23,Damaged,2873.37
313407,9244576,2024-12-17,Damaged,919.04
313408,9244579,2024-04-02,Wrong Item,4962.0
313409,9244666,2025-08-01,Wrong Item,429.9
313410,9244700,2024-06-07,Changed Mind,3073.41
313411,9244729,2024-04-10,Quality Issue,724.68
313412,9244730,2025-09-24,Wrong Item,7655.11
313413,9244740,2024-12-03,Late Delivery,3174.22
313414,9244741,2025-07-02,Wrong Item,1657.98
313415,9244742,2025-06-16,Late Delivery,1646.06
313416,9244772,2024-02-06,Quality Issue,580.86
313417,9244783,2025-12-03,Changed Mind,3655.74
313418,9244786,2025-07-28,Damaged,6008.56
313419,9244787,2024-09-09,Late Delivery,1623.38
313420,9244803,2024-06-05,Wrong Item,19224.94
313421,9244819,2025-03-25,Damaged,1016.35
313422,9244823,2025-08-26,Quality Issue,848.88
313423,9244853,2025-07-09,Late Delivery,2953.35
313424,9244854,2024-12-01,Late Delivery,1561.14
313425,9244877,2024-02-27,Quality Issue,6859.63
313426,9244917,2025-05-03,Changed Mind,2990.71
313427,9244943,2024-10-02,Late Delivery,428.85
313428,9244951,2024-11-01,Damaged,2537.15
313429,9245025,2025-03-08,Changed Mind,2168.5
313430,9245041,2024-04-12,Wrong Item,855.64
313431,9245088,2024-10-30,Wrong Item,15400.32
313432,9245111,2025-02-18,Changed Mind,890.73
313433,9245121,2024-09-01,Damaged,607.78
313434,9245181,2024-04-27,Changed Mind,394.65
313435,9245200,2024-01-24,Quality Issue,1414.69
313436,9245206,2024-12-21,Quality Issue,866.35
313437,9245212,2025-07-31,Late Delivery,1680.26
313438,9245233,2025-08-27,Quality Issue,18358.97
313439,9245256,2024-05-25,Quality Issue,5481.4
313440,9245265,2025-01-29,Damaged,1001.33
313441,9245291,2025-08-26,Quality Issue,610.83
313442,9245299,2025-12-08,Damaged,1401.16
313443,9245349,2024-06-04,Wrong Item,980.82
313444,9245358,2024-08-09,Late Delivery,952.87
313445,9245380,2025-03-29,Changed Mind,1029.5
313446,9245382,2025-05-17,Wrong Item,2065.95
313447,9245422,2024-05-07,Quality Issue,936.05
313448,9245477,2024-12-16,Quality Issue,2841.74
313449,9245483,2025-11-09,Damaged,2686.9
313450,9245506,2024-02-17,Late Delivery,3944.51
313451,9245515,2024-06-28,Wrong Item,899.25
313452,9245528,2024-07-18,Changed Mind,14698.85
313453,9245534,2024-11-23,Quality Issue,2016.55
313454,9245539,2024-12-10,Changed Mind,3242.98
313455,9245544,2025-01-22,Quality Issue,230.04
313456,9245563,2024-08-26,Quality Issue,2596.27
313457,9245575,2024-03-14,Damaged,605.32
313458,9245589,2024-05-13,Quality Issue,8525.57
313459,9245590,2025-05-14,Changed Mind,974.3
313460,9245649,2024-08-27,Wrong Item,2726.36
313461,9245703,2025-08-07,Late Delivery,2128.59
313462,9245705,2024-05-10,Quality Issue,3060.35
313463,9245714,2025-12-02,Late Delivery,16028.9
313464,9245731,2024-09-06,Wrong Item,3615.36
313465,9245746,2024-11-30,Wrong Item,388.11
313466,9245749,2025-07-05,Damaged,3228.15
313467,9245756,2025-03-09,Damaged,1138.67
313468,9245757,2024-08-06,Wrong Item,702.02
313469,9245783,2024-12-28,Late Delivery,3519.58
313470,9245788,2024-08-01,Changed Mind,1578.6
313471,9245803,2024-03-28,Changed Mind,2759.36
313472,9245813,2024-09-28,Late Delivery,500.2
313473,9245842,2025-08-02,Changed Mind,3111.14
313474,9245843,2024-06-16,Damaged,33573.92
313475,9245844,2025-01-30,Quality Issue,4970.14
313476,9245853,2025-12-28,Damaged,351.06
313477,9245854,2025-04-30,Damaged,436.33
313478,9245878,2024-08-04,Damaged,1380.54
313479,9245901,2025-10-07,Wrong Item,20291.26
313480,9245955,2024-06-25,Late Delivery,2363.64
313481,9245962,2025-11-07,Damaged,443.55
313482,9246029,2024-09-17,Quality Issue,4615.11
313483,9246043,2025-09-28,Late Delivery,852.58
313484,9246047,2024-01-14,Damaged,516.88
313485,9246064,2024-08-07,Wrong Item,2028.05
313486,9246070,2025-02-18,Changed Mind,830.0
313487,9246100,2025-06-21,Quality Issue,6143.69
313488,9246103,2024-07-29,Quality Issue,9110.46
313489,9246201,2025-02-11,Changed Mind,12230.0
313490,9246214,2025-09-18,Late Delivery,6612.46
313491,9246217,2024-10-30,Changed Mind,648.63
313492,9246239,2025-06-11,Late Delivery,1832.13
313493,9246246,2025-09-22,Wrong Item,1607.46
313494,9246248,2024-09-22,Damaged,3071.84
313495,9246268,2024-12-10,Late Delivery,6078.86
313496,9246272,2024-08-05,Quality Issue,448.74
313497,9246277,2024-09-04,Damaged,2295.5
313498,9246314,2024-12-18,Changed Mind,11390.34
313499,9246360,2025-03-05,Wrong Item,394.94
313500,9246368,2024-03-25,Damaged,8936.95
313501,9246378,2025-05-28,Late Delivery,589.56
313502,9246381,2024-06-20,Wrong Item,2824.76
313503,9246425,2025-08-17,Damaged,302.66
313504,9246455,2024-05-02,Wrong Item,9861.69
313505,9246483,2025-07-31,Late Delivery,3760.83
313506,9246498,2024-06-08,Late Delivery,1821.16
313507,9246511,2025-09-09,Quality Issue,20839.17
313508,9246521,2024-07-18,Damaged,2799.42
313509,9246528,2025-02-12,Late Delivery,251.92
313510,9246549,2025-06-24,Changed Mind,715.85
313511,9246555,2026-01-06,Wrong Item,7985.1
313512,9246567,2024-11-03,Damaged,2290.38
313513,9246602,2024-01-15,Damaged,48830.41
313514,9246638,2024-10-16,Damaged,903.07
313515,9246649,2024-02-06,Wrong Item,988.1
313516,9246665,2025-06-07,Wrong Item,589.56
313517,9246676,2025-10-21,Quality Issue,2822.64
313518,9246690,2025-02-18,Changed Mind,8719.73
313519,9246691,2024-12-14,Wrong Item,1737.99
313520,9246699,2025-06-20,Changed Mind,3167.02
313521,9246703,2025-11-01,Quality Issue,1704.91
313522,9246723,2025-07-21,Quality Issue,1631.83
313523,9246735,2025-11-09,Quality Issue,860.35
313524,9246747,2025-07-31,Wrong Item,489.27
313525,9246751,2024-01-14,Changed Mind,497.41
313526,9246760,2024-10-28,Damaged,932.05
313527,9246776,2024-03-03,Changed Mind,2751.36
313528,9246812,2024-02-26,Late Delivery,1057.32
313529,9246815,2025-08-17,Changed Mind,351.06
313530,9246817,2025-02-19,Late Delivery,2202.39
313531,9246826,2024-02-26,Wrong Item,5257.05
313532,9246831,2024-01-10,Changed Mind,3487.12
313533,9246833,2025-08-06,Late Delivery,1580.12
313534,9246869,2025-09-19,Late Delivery,1437.73
313535,9246898,2024-12-11,Late Delivery,1638.16
313536,9246904,2025-05-12,Wrong Item,1983.8
313537,9246938,2025-10-04,Damaged,2286.63
313538,9246945,2025-02-21,Quality Issue,1956.64
313539,9246958,2024-06-30,Quality Issue,7318.14
313540,9246962,2024-09-23,Wrong Item,279.7
313541,9246972,2024-05-19,Damaged,1462.6
313542,9247002,2024-07-31,Damaged,522.28
313543,9247024,2025-05-17,Late Delivery,2531.56
313544,9247025,2024-06-07,Late Delivery,889.08
313545,9247035,2025-11-11,Quality Issue,2773.24
313546,9247040,2024-11-13,Damaged,1837.89
313547,9247055,2024-11-17,Changed Mind,1900.7
313548,9247074,2024-01-08,Damaged,42806.7
313549,9247087,2024-04-10,Wrong Item,1179.47
313550,9247089,2025-03-15,Late Delivery,3124.87
313551,9247111,2024-03-15,Damaged,14049.74
313552,9247114,2025-06-13,Changed Mind,1398.38
313553,9247117,2024-01-13,Late Delivery,678.73
313554,9247122,2024-08-17,Quality Issue,10780.23
313555,9247134,2024-05-10,Late Delivery,5653.61
313556,9247135,2024-03-07,Damaged,952.87
313557,9247148,2025-04-12,Damaged,1184.81
313558,9247166,2024-05-05,Wrong Item,3564.86
313559,9247205,2024-07-01,Changed Mind,557.41
313560,9247206,2025-01-09,Wrong Item,1846.51
313561,9247209,2025-04-20,Wrong Item,2094.6
313562,9247222,2024-11-13,Late Delivery,3675.49
313563,9247257,2024-07-23,Damaged,8537.56
313564,9247289,2025-06-22,Damaged,489.66
313565,9247293,2025-01-10,Damaged,1221.66
313566,9247295,2024-12-22,Changed Mind,2038.68
313567,9247299,2024-05-02,Changed Mind,1002.01
313568,9247321,2025-02-01,Damaged,195.28
313569,9247340,2024-04-15,Late Delivery,991.87
313570,9247344,2025-02-17,Quality Issue,2059.41
313571,9247359,2025-11-06,Quality Issue,1068.07
313572,9247369,2024-05-17,Late Delivery,47760.16
313573,9247449,2024-06-20,Wrong Item,682.08
313574,9247452,2025-09-02,Late Delivery,8264.06
313575,9247490,2025-03-15,Quality Issue,37413.28
313576,9247529,2024-12-20,Damaged,3070.75
313577,9247534,2025-06-04,Wrong Item,1001.84
313578,9247550,2025-12-14,Changed Mind,157.58
313579,9247631,2024-11-21,Changed Mind,11296.34
313580,9247673,2025-11-12,Changed Mind,1931.96
313581,9247676,2025-05-16,Quality Issue,3161.48
313582,9247687,2024-11-08,Damaged,1078.74
313583,9247722,2025-04-10,Quality Issue,8607.4
313584,9247728,2024-06-24,Quality Issue,4663.78
313585,9247729,2025-06-26,Quality Issue,1458.88
313586,9247731,2024-02-13,Damaged,6084.09
313587,9247742,2025-11-18,Quality Issue,1103.11
313588,9247759,2025-10-20,Quality Issue,9077.01
313589,9247786,2024-04-05,Quality Issue,1775.31
313590,9247794,2024-09-20,Quality Issue,1466.65
313591,9247820,2024-07-02,Quality Issue,30355.17
313592,9247821,2024-06-17,Changed Mind,425.97
313593,9247823,2025-11-05,Wrong Item,1530.23
313594,9247825,2025-12-18,Damaged,1407.8
313595,9247834,2024-03-27,Changed Mind,2171.19
313596,9247835,2025-11-28,Changed Mind,2784.42
313597,9247914,2024-11-01,Late Delivery,9400.46
313598,9247923,2025-06-11,Damaged,3676.71
313599,9247928,2025-10-21,Quality Issue,583.0
313600,9247939,2025-01-20,Quality Issue,434.44
313601,9247957,2025-05-22,Changed Mind,1179.79
313602,9247987,2025-01-21,Quality Issue,2784.37
313603,9247997,2025-03-08,Wrong Item,314.91
313604,9248033,2025-06-01,Damaged,428.76
313605,9248035,2025-05-12,Late Delivery,2122.33
313606,9248040,2025-09-12,Quality Issue,2445.11
313607,9248066,2025-09-22,Late Delivery,1435.74
313608,9248070,2025-09-02,Late Delivery,1625.98
